
SetupTitle, 2502-IdVgg-Vg
PrimitiveTest, I/V Sweep
DataValue, 2.06, -2.6, -0.05, -1.839E-07, 0, 1.8389999999999997E-07, 0, -5.200000000000073E-10
DataValue, 2.04, -2.6, -0.05, -1.8425999999999998E-07, 0, 1.8424999999999997E-07, 0, -3.5999999999998469E-10
DataValue, 2.02, -2.6, -0.05, -1.846E-07, -5E-13, 1.8469999999999998E-07, 0, -3.4000000000001496E-10
DataValue, 2, -2.6, -0.05, -1.8516E-07, 0, 1.8515E-07, 0, -5.5999999999999972E-10
DataValue, 1.98, -2.6, -0.05, -1.8574E-07, 0, 1.8564999999999997E-07, 0, -5.7999999999999593E-10
DataValue, 1.96, -2.6, -0.05, -1.8612E-07, 0, 1.8609999999999998E-07, 0, -3.8000000000000737E-10
DataValue, 1.94, -2.6, -0.05, -1.8656E-07, -5E-13, 1.866E-07, 0, -4.39999999999996E-10
DataValue, 1.92, -2.6, -0.05, -1.871E-07, 0, 1.8714999999999998E-07, 0, -5.4000000000000351E-10
DataValue, 1.9000000000000001, -2.6, -0.05, -1.8756E-07, 0, 1.8765E-07, 0, -4.5999999999999221E-10
DataValue, 1.8800000000000001, -2.6, -0.05, -1.8829999999999999E-07, 5E-13, 1.8829999999999999E-07, 5E-13, -7.3999999999999207E-10
DataValue, 1.86, -2.6, -0.05, -1.8882E-07, 0, 1.8884999999999997E-07, 0, -5.200000000000073E-10
DataValue, 1.84, -2.6, -0.05, -1.894E-07, 0, 1.8954999999999997E-07, 0, -5.7999999999999593E-10
DataValue, 1.82, -2.6, -0.05, -1.9028E-07, 0, 1.9019999999999997E-07, 0, -8.8000000000001847E-10
DataValue, 1.8, -2.6, -0.05, -1.9081999999999998E-07, 0, 1.9094999999999997E-07, 0, -5.39999999999977E-10
DataValue, 1.78, -2.6, -0.05, -1.913E-07, 0, 1.9144999999999998E-07, 0, -4.8000000000001489E-10
DataValue, 1.76, -2.6, -0.05, -1.9221999999999998E-07, 0, 1.922E-07, 0, -9.1999999999998442E-10
DataValue, 1.74, -2.6, -0.05, -1.9296E-07, 0, 1.9295E-07, 0, -7.4000000000001854E-10
DataValue, 1.72, -2.6, -0.05, -1.938E-07, 0, 1.9379999999999998E-07, 0, -8.3999999999999958E-10
DataValue, 1.7, -2.6, -0.05, -1.9454E-07, 0, 1.947E-07, 0, -7.3999999999999207E-10
DataValue, 1.68, -2.6, -0.05, -1.9524E-07, 0, 1.9534999999999999E-07, 0, -6.9999999999999965E-10
DataValue, 1.6600000000000001, -2.6, -0.05, -1.9602E-07, 0, 1.9615E-07, 0, -7.80000000000011E-10
DataValue, 1.6400000000000001, -2.6, -0.05, -1.9702E-07, 0, 1.972E-07, 0, -9.9999999999999572E-10
DataValue, 1.62, -2.6, -0.05, -1.9793999999999998E-07, 0, 1.979E-07, 0, -9.1999999999998442E-10
DataValue, 1.6, -2.6, -0.05, -1.9872E-07, 0, 1.9879999999999998E-07, 0, -7.80000000000011E-10
DataValue, 1.58, -2.6, -0.05, -1.995E-07, 0, 1.9954999999999998E-07, 0, -7.80000000000011E-10
DataValue, 1.56, -2.6, -0.05, -2.0017999999999998E-07, 0, 2.003E-07, 5E-13, -6.79999999999977E-10
DataValue, 1.54, -2.6, -0.05, -2.0122E-07, 0, 2.014E-07, 0, -1.0400000000000146E-09
DataValue, 1.52, -2.6, -0.05, -2.0194E-07, 0, 2.021E-07, 5E-13, -7.1999999999999586E-10
DataValue, 1.5, -2.6, -0.05, -2.029E-07, 0, 2.0304999999999998E-07, 0, -9.600000000000033E-10
DataValue, 1.48, -2.6, -0.05, -2.0386E-07, 0, 2.0394999999999997E-07, 5E-13, -9.600000000000033E-10
DataValue, 1.46, -2.6, -0.05, -2.0472E-07, 0, 2.0479999999999998E-07, 0, -8.5999999999999579E-10
DataValue, 1.44, -2.6, -0.05, -2.058E-07, 0, 2.0584999999999998E-07, 0, -1.080000000000007E-09
DataValue, 1.42, -2.6, -0.05, -2.0662E-07, 0, 2.0665E-07, 0, -8.2000000000000337E-10
DataValue, 1.4000000000000001, -2.6, -0.05, -2.0752E-07, 0, 2.0749999999999997E-07, 0, -8.9999999999998821E-10
DataValue, 1.3800000000000001, -2.6, -0.05, -2.0844E-07, 0, 2.0854999999999997E-07, 0, -9.2000000000001089E-10
DataValue, 1.36, -2.6, -0.05, -2.094E-07, 0, 2.0929999999999998E-07, 0, -9.600000000000033E-10
DataValue, 1.34, -2.6, -0.05, -2.1054E-07, 0, 2.1049999999999999E-07, 0, -1.1399999999999957E-09
DataValue, 1.32, -2.6, -0.05, -2.1124E-07, -5E-13, 2.1134999999999997E-07, 0, -6.9999999999999965E-10
DataValue, 1.3, -2.6, -0.05, -2.1236E-07, 0, 2.1235E-07, 0, -1.1199999999999994E-09
DataValue, 1.28, -2.6, -0.05, -2.1322E-07, 0, 2.1324999999999998E-07, 0, -8.5999999999999579E-10
DataValue, 1.26, -2.6, -0.05, -2.1408E-07, 0, 2.1414999999999997E-07, 0, -8.5999999999999579E-10
DataValue, 1.24, -2.6, -0.05, -2.1492E-07, 0, 2.1504999999999998E-07, 0, -8.3999999999999958E-10
DataValue, 1.22, -2.6, -0.05, -2.1614E-07, 0, 2.1604999999999998E-07, 0, -1.220000000000007E-09
DataValue, 1.2, -2.6, -0.05, -2.1691999999999999E-07, 0, 2.1699999999999997E-07, 0, -7.7999999999998449E-10
DataValue, 1.18, -2.6, -0.05, -2.1792E-07, 0, 2.1804999999999997E-07, 0, -1.0000000000000222E-09
DataValue, 1.16, -2.6, -0.05, -2.1872E-07, 0, 2.1879999999999997E-07, 0, -7.9999999999998069E-10
DataValue, 1.1400000000000001, -2.6, -0.05, -2.1968E-07, 0, 2.197E-07, 5E-13, -9.600000000000033E-10
DataValue, 1.12, -2.6, -0.05, -2.2069999999999998E-07, 0, 2.2075E-07, 0, -1.0199999999999919E-09
DataValue, 1.1, -2.6, -0.05, -2.2164E-07, 0, 2.2174999999999998E-07, 5E-13, -9.40000000000007E-10
DataValue, 1.08, -2.6, -0.05, -2.2258E-07, 0, 2.2274999999999998E-07, 0, -9.40000000000007E-10
DataValue, 1.06, -2.6, -0.05, -2.2358E-07, 0, 2.2369999999999997E-07, 0, -9.9999999999999572E-10
DataValue, 1.04, -2.6, -0.05, -2.2473999999999999E-07, 0, 2.2469999999999997E-07, -5E-13, -1.1599999999999919E-09
DataValue, 1.02, -2.6, -0.05, -2.2557999999999999E-07, 0, 2.2579999999999997E-07, 0, -8.3999999999999958E-10
DataValue, 1, -2.6, -0.05, -2.2652E-07, 0, 2.2659999999999998E-07, 0, -9.40000000000007E-10
DataValue, 0.98, -2.6, -0.05, -2.2774E-07, 0, 2.2769999999999998E-07, 0, -1.220000000000007E-09
DataValue, 0.96, -2.6, -0.05, -2.285E-07, 0, 2.2864999999999997E-07, -5E-13, -7.5999999999998828E-10
DataValue, 0.94000000000000006, -2.6, -0.05, -2.2952E-07, 0, 2.2969999999999997E-07, 0, -1.0200000000000184E-09
DataValue, 0.92, -2.6, -0.05, -2.3058E-07, 0, 2.3065E-07, 0, -1.0599999999999844E-09
DataValue, 0.9, -2.6, -0.05, -2.3176E-07, 0, 2.3179999999999997E-07, 0, -1.1800000000000145E-09
DataValue, 0.88, -2.6, -0.05, -2.3254E-07, 0, 2.3264999999999998E-07, 0, -7.7999999999998449E-10
DataValue, 0.86, -2.6, -0.05, -2.337E-07, 0, 2.3384999999999997E-07, 0, -1.1600000000000183E-09
DataValue, 0.84, -2.6, -0.05, -2.3464E-07, 0, 2.3474999999999998E-07, 5E-13, -9.3999999999998062E-10
DataValue, 0.82000000000000006, -2.6, -0.05, -2.3577999999999998E-07, -5E-13, 2.3584999999999998E-07, 0, -1.1399999999999957E-09
DataValue, 0.8, -2.6, -0.05, -2.3694E-07, 0, 2.3684999999999998E-07, 0, -1.1600000000000183E-09
DataValue, 0.78, -2.6, -0.05, -2.3796E-07, 0, 2.3794999999999998E-07, 0, -1.0199999999999919E-09
DataValue, 0.76, -2.6, -0.05, -2.39E-07, 0, 2.3899999999999996E-07, 0, -1.0400000000000146E-09
DataValue, 0.74, -2.6, -0.05, -2.3998E-07, 0, 2.401E-07, 0, -9.7999999999999951E-10
DataValue, 0.72, -2.6, -0.05, -2.4112E-07, 0, 2.4119999999999996E-07, 0, -1.1399999999999692E-09
DataValue, 0.70000000000000007, -2.6, -0.05, -2.421E-07, -5E-13, 2.422E-07, 0, -9.7999999999999951E-10
DataValue, 0.68, -2.6, -0.05, -2.4316E-07, 0, 2.4329999999999996E-07, 0, -1.0600000000000373E-09
DataValue, 0.66, -2.6, -0.05, -2.4434E-07, 0, 2.444E-07, 0, -1.1799999999999616E-09
DataValue, 0.64, -2.6, -0.05, -2.4542E-07, -5E-13, 2.4554999999999997E-07, 0, -1.080000000000007E-09
DataValue, 0.62, -2.6, -0.05, -2.4652E-07, -5E-13, 2.466E-07, 0, -1.1000000000000297E-09
DataValue, 0.6, -2.6, -0.05, -2.477E-07, 0, 2.477E-07, 0, -1.1799999999999616E-09
DataValue, 0.58, -2.6, -0.05, -2.488E-07, -5E-13, 2.4884999999999996E-07, 0, -1.1000000000000297E-09
DataValue, 0.56, -2.6, -0.05, -2.4984E-07, 0, 2.4985E-07, 0, -1.0400000000000146E-09
DataValue, 0.54, -2.6, -0.05, -2.5105999999999997E-07, 0, 2.5104999999999996E-07, 0, -1.219999999999954E-09
DataValue, 0.52, -2.6, -0.05, -2.5231999999999997E-07, 0, 2.5225E-07, 0, -1.2599999999999994E-09
DataValue, 0.5, -2.6, -0.05, -2.534E-07, 0, 2.535E-07, 0, -1.080000000000007E-09
DataValue, 0.48, -2.6, -0.05, -2.546E-07, 0, 2.5464999999999997E-07, 0, -1.2000000000000372E-09
DataValue, 0.46, -2.6, -0.05, -2.5581999999999997E-07, 0, 2.5589999999999996E-07, 0, -1.219999999999954E-09
DataValue, 0.44, -2.6, -0.05, -2.5706E-07, 0, 2.571E-07, 0, -1.2400000000000296E-09
DataValue, 0.42, -2.6, -0.05, -2.5819999999999997E-07, 0, 2.583E-07, 0, -1.1399999999999692E-09
DataValue, 0.4, -2.6, -0.05, -2.5948E-07, 0, 2.5949999999999996E-07, 0, -1.2800000000000221E-09
DataValue, 0.38, -2.6, -0.05, -2.6064E-07, 0, 2.607E-07, 0, -1.1599999999999919E-09
DataValue, 0.36, -2.6, -0.05, -2.6194E-07, 0, 2.619E-07, 0, -1.2999999999999918E-09
DataValue, 0.34, -2.6, -0.05, -2.631E-07, 0, 2.6314999999999997E-07, 0, -1.1600000000000448E-09
DataValue, 0.32, -2.6, -0.05, -2.6436E-07, 0, 2.6439999999999996E-07, 0, -1.2599999999999994E-09
DataValue, 0.3, -2.6, -0.05, -2.6574E-07, 0, 2.6569999999999995E-07, 0, -1.3799999999999766E-09
DataValue, 0.28, -2.6, -0.05, -2.6697999999999997E-07, 0, 2.6695E-07, 0, -1.2399999999999767E-09
DataValue, 0.26, -2.6, -0.05, -2.6823999999999997E-07, 0, 2.6825E-07, 0, -1.2599999999999994E-09
DataValue, 0.24, -2.6, -0.05, -2.6946E-07, 0, 2.696E-07, 0, -1.220000000000007E-09
DataValue, 0.22, -2.6, -0.05, -2.7088E-07, 0, 2.7084999999999997E-07, 0, -1.420000000000022E-09
DataValue, 0.2, -2.6, -0.05, -2.7214E-07, 0, 2.7219999999999996E-07, 0, -1.2599999999999994E-09
DataValue, 0.18, -2.6, -0.05, -2.7354E-07, -5E-13, 2.7349999999999995E-07, 0, -1.3999999999999993E-09
DataValue, 0.16, -2.6, -0.05, -2.7481999999999997E-07, 0, 2.7484999999999995E-07, 0, -1.2799999999999691E-09
DataValue, 0.14, -2.6, -0.05, -2.7618E-07, 0, 2.7615E-07, 0, -1.3600000000000069E-09
DataValue, 0.12, -2.6, -0.05, -2.7752E-07, -5E-13, 2.7755E-07, 0, -1.3400000000000372E-09
DataValue, 0.1, -2.6, -0.05, -2.7888E-07, 0, 2.789E-07, 0, -1.3600000000000069E-09
DataValue, 0.08, -2.6, -0.05, -2.8024E-07, -5E-13, 2.8035E-07, 0, -1.3599999999999539E-09
DataValue, 0.06, -2.6, -0.05, -2.817E-07, 0, 2.817E-07, 0, -1.4600000000000144E-09
DataValue, 0.04, -2.6, -0.05, -2.8302E-07, 0, 2.8315E-07, 0, -1.3200000000000145E-09
DataValue, 0.02, -2.6, -0.05, -2.8452E-07, 0, 2.846E-07, 0, -1.5000000000000068E-09
DataValue, 0, -2.6, -0.05, -2.8596E-07, -5E-13, 2.86E-07, 0, -1.4399999999999917E-09
DataValue, -0.02, -2.6, -0.05, -2.8744E-07, 0, 2.874E-07, 0, -1.4799999999999841E-09
DataValue, -0.04, -2.6, -0.05, -2.8868E-07, 0, 2.888E-07, 0, -1.2400000000000296E-09
DataValue, -0.06, -2.6, -0.05, -2.9003999999999997E-07, 0, 2.9025E-07, 0, -1.3599999999999539E-09
DataValue, -0.08, -2.6, -0.05, -2.9176E-07, -5E-13, 2.9179999999999995E-07, 0, -1.7200000000000445E-09
DataValue, -0.1, -2.6, -0.05, -2.9316E-07, 0, 2.9319999999999995E-07, 0, -1.3999999999999993E-09
DataValue, -0.12, -2.6, -0.05, -2.9482E-07, 0, 2.9479999999999997E-07, 0, -1.6599999999999765E-09
DataValue, -0.14, -2.6, -0.05, -2.962E-07, 0, 2.9629999999999997E-07, 0, -1.3800000000000296E-09
DataValue, -0.16, -2.6, -0.05, -2.9776E-07, 0, 2.978E-07, 0, -1.559999999999969E-09
DataValue, -0.18, -2.6, -0.05, -2.9932E-07, 0, 2.9925E-07, 0, -1.5600000000000219E-09
DataValue, -0.2, -2.6, -0.05, -3.007E-07, 0, 3.008E-07, 0, -1.3799999999999766E-09
DataValue, -0.22, -2.6, -0.05, -3.024E-07, 0, 3.0244999999999996E-07, 0, -1.7000000000000218E-09
DataValue, -0.24, -2.6, -0.05, -3.0384E-07, 0, 3.0389999999999996E-07, 0, -1.4399999999999917E-09
DataValue, -0.26, -2.6, -0.05, -3.0546E-07, 0, 3.0539999999999997E-07, 0, -1.6199999999999841E-09
DataValue, -0.28, -2.6, -0.05, -3.07E-07, 0, 3.07E-07, 0, -1.5399999999999992E-09
DataValue, -0.3, -2.6, -0.05, -3.0852E-07, 0, 3.0864999999999995E-07, 0, -1.5200000000000295E-09
DataValue, -0.32, -2.6, -0.05, -3.1014E-07, 0, 3.1029999999999997E-07, 0, -1.6199999999999841E-09
DataValue, -0.34, -2.6, -0.05, -3.1179999999999997E-07, 0, 3.1179999999999997E-07, 0, -1.6599999999999765E-09
DataValue, -0.36, -2.6, -0.05, -3.1352E-07, 0, 3.1364999999999995E-07, 0, -1.7200000000000445E-09
DataValue, -0.38, -2.6, -0.05, -3.1515999999999997E-07, 0, 3.1524999999999997E-07, 0, -1.6399999999999538E-09
DataValue, -0.4, -2.6, -0.05, -3.1676E-07, 0, 3.1695E-07, 0, -1.6000000000000143E-09
DataValue, -0.42, -2.6, -0.05, -3.1862E-07, 0, 3.1864999999999996E-07, 0, -1.8599999999999915E-09
DataValue, -0.44, -2.6, -0.05, -3.2054E-07, -5E-13, 3.2055E-07, 0, -1.9200000000000066E-09
DataValue, -0.46, -2.6, -0.05, -3.2234E-07, 0, 3.224E-07, 0, -1.8000000000000294E-09
DataValue, -0.48, -2.6, -0.05, -3.2424E-07, -5E-13, 3.2424999999999996E-07, 0, -1.8999999999999839E-09
DataValue, -0.5, -2.6, -0.05, -3.2608E-07, 0, 3.262E-07, 0, -1.8400000000000218E-09
DataValue, -0.52, -2.6, -0.05, -3.2826E-07, -5E-13, 3.2805E-07, 0, -2.1799999999999838E-09
DataValue, -0.54, -2.6, -0.05, -3.2995999999999997E-07, 0, 3.3015E-07, 0, -1.6999999999999689E-09
DataValue, -0.56, -2.6, -0.05, -3.3224E-07, 0, 3.323E-07, -5E-13, -2.2800000000000442E-09
DataValue, -0.58, -2.6, -0.05, -3.3442E-07, 0, 3.345E-07, 0, -2.1799999999999838E-09
DataValue, -0.6, -2.6, -0.05, -3.3686E-07, 0, 3.3675E-07, 0, -2.4400000000000139E-09
DataValue, -0.62, -2.6, -0.05, -3.3905999999999997E-07, 0, 3.3904999999999996E-07, 0, -2.1999999999999535E-09
DataValue, -0.64, -2.6, -0.05, -3.4144E-07, 0, 3.4155E-07, 0, -2.3800000000000518E-09
DataValue, -0.66, -2.6, -0.05, -3.4388E-07, 0, 3.4394999999999995E-07, 0, -2.439999999999961E-09
DataValue, -0.68, -2.6, -0.05, -3.4666E-07, 0, 3.466E-07, 0, -2.7800000000000289E-09
DataValue, -0.70000000000000007, -2.6, -0.05, -3.494E-07, 0, 3.492E-07, 0, -2.7399999999999835E-09
DataValue, -0.72, -2.6, -0.05, -3.5189999999999997E-07, 0, 3.5194999999999997E-07, 0, -2.4999999999999761E-09
DataValue, -0.74, -2.6, -0.05, -3.546E-07, 0, 3.5474999999999997E-07, 0, -2.700000000000044E-09
DataValue, -0.76, -2.6, -0.05, -3.575E-07, 0, 3.5749999999999997E-07, 0, -2.9000000000000061E-09
DataValue, -0.78, -2.6, -0.05, -3.6018E-07, -5E-13, 3.6029999999999996E-07, 0, -2.6799999999999684E-09
DataValue, -0.8, -2.6, -0.05, -3.6296E-07, 0, 3.6314999999999997E-07, 0, -2.7800000000000289E-09
DataValue, -0.82000000000000006, -2.6, -0.05, -3.6612E-07, 0, 3.661E-07, 0, -3.1599999999999833E-09
DataValue, -0.84, -2.6, -0.05, -3.6893999999999997E-07, 0, 3.6895E-07, 0, -2.8199999999999683E-09
DataValue, -0.86, -2.6, -0.05, -3.716E-07, 0, 3.7169999999999997E-07, 0, -2.6600000000000516E-09
DataValue, -0.88, -2.6, -0.05, -3.747E-07, 0, 3.7465E-07, 0, -3.0999999999999682E-09
DataValue, -0.9, -2.6, -0.05, -3.7754E-07, 0, 3.7759999999999994E-07, 0, -2.839999999999991E-09
DataValue, -0.92, -2.6, -0.05, -3.8079999999999997E-07, 0, 3.8064999999999996E-07, 0, -3.2599999999999908E-09
DataValue, -0.94000000000000006, -2.6, -0.05, -3.8345999999999997E-07, -5E-13, 3.8359999999999997E-07, 0, -2.6599999999999987E-09
DataValue, -0.96, -2.6, -0.05, -3.8663999999999997E-07, 0, 3.8649999999999997E-07, 0, -3.180000000000006E-09
DataValue, -0.98, -2.6, -0.05, -3.8957999999999997E-07, 0, 3.8954999999999994E-07, 0, -2.9399999999999985E-09
DataValue, -1, -2.6, -0.05, -3.9244E-07, 0, 3.9244999999999994E-07, 0, -2.8600000000000137E-09
DataValue, -1.02, -2.6, -0.05, -3.9531999999999997E-07, 0, 3.9529999999999995E-07, 0, -2.8799999999999834E-09
DataValue, -1.04, -2.6, -0.05, -3.983E-07, 0, 3.9834999999999996E-07, 0, -2.9800000000000439E-09
DataValue, -1.06, -2.6, -0.05, -4.0105999999999997E-07, 0, 4.0119999999999997E-07, 0, -2.7599999999999532E-09
DataValue, -1.08, -2.6, -0.05, -4.0398E-07, 0, 4.0404999999999997E-07, 0, -2.9200000000000288E-09
DataValue, -1.1, -2.6, -0.05, -4.0675999999999997E-07, 0, 4.07E-07, 0, -2.7799999999999759E-09
DataValue, -1.12, -2.6, -0.05, -4.0966E-07, 0, 4.0985E-07, 0, -2.9000000000000061E-09
DataValue, -1.1400000000000001, -2.6, -0.05, -4.127E-07, 0, 4.1275E-07, 0, -3.040000000000006E-09
DataValue, -1.16, -2.6, -0.05, -4.1548E-07, 0, 4.1559999999999994E-07, 5E-13, -2.7800000000000289E-09
DataValue, -1.18, -2.6, -0.05, -4.1844E-07, 0, 4.1854999999999995E-07, 0, -2.9599999999999683E-09
DataValue, -1.2, -2.6, -0.05, -4.2138E-07, -5E-13, 4.2149999999999996E-07, 0, -2.9399999999999985E-09
DataValue, -1.22, -2.6, -0.05, -4.2424E-07, 0, 4.2419999999999995E-07, 0, -2.8600000000000137E-09
DataValue, -1.24, -2.6, -0.05, -4.27E-07, 0, 4.2704999999999995E-07, 0, -2.7600000000000062E-09
DataValue, -1.26, -2.6, -0.05, -4.2981999999999997E-07, 0, 4.2989999999999995E-07, 0, -2.8199999999999683E-09
DataValue, -1.28, -2.6, -0.05, -4.3275999999999997E-07, 0, 4.3274999999999995E-07, 0, -2.9399999999999985E-09
DataValue, -1.3, -2.6, -0.05, -4.354E-07, 0, 4.3574999999999997E-07, 0, -2.6400000000000289E-09
DataValue, -1.32, -2.6, -0.05, -4.384E-07, 0, 4.3839999999999996E-07, 0, -3.0000000000000136E-09
DataValue, -1.34, -2.6, -0.05, -4.4114E-07, 0, 4.4134999999999997E-07, 0, -2.7399999999999835E-09
DataValue, -1.36, -2.6, -0.05, -4.4402E-07, -5E-13, 4.4404999999999996E-07, 0, -2.8799999999999834E-09
DataValue, -1.3800000000000001, -2.6, -0.05, -4.4678E-07, 0, 4.4689999999999996E-07, 0, -2.7600000000000062E-09
DataValue, -1.4000000000000001, -2.6, -0.05, -4.4954E-07, 0, 4.4964999999999995E-07, 5E-13, -2.7600000000000062E-09
DataValue, -1.42, -2.6, -0.05, -4.5236E-07, 0, 4.5244999999999995E-07, 0, -2.8200000000000213E-09
DataValue, -1.44, -2.6, -0.05, -4.5502E-07, 0, 4.5509999999999994E-07, 0, -2.6599999999999987E-09
DataValue, -1.46, -2.6, -0.05, -4.5784E-07, 0, 4.5794999999999994E-07, 0, -2.8199999999999683E-09
DataValue, -1.48, -2.6, -0.05, -4.6052E-07, 0, 4.6055E-07, 0, -2.6800000000000214E-09
DataValue, -1.5, -2.6, -0.05, -4.6322E-07, 0, 4.634E-07, 0, -2.6999999999999911E-09
DataValue, -1.52, -2.6, -0.05, -4.6598E-07, 0, 4.6604999999999997E-07, 0, -2.7600000000000062E-09
DataValue, -1.54, -2.6, -0.05, -4.6875999999999997E-07, 0, 4.6874999999999996E-07, 0, -2.7799999999999759E-09
DataValue, -1.56, -2.6, -0.05, -4.7122E-07, 0, 4.7144999999999995E-07, 0, -2.4600000000000366E-09
DataValue, -1.58, -2.6, -0.05, -4.7404E-07, 0, 4.7414999999999994E-07, 0, -2.8199999999999683E-09
DataValue, -1.6, -2.6, -0.05, -4.768E-07, 0, 4.7684999999999993E-07, -5E-13, -2.7600000000000062E-09
DataValue, -1.62, -2.6, -0.05, -4.7946E-07, 0, 4.7949999999999992E-07, 0, -2.6599999999999987E-09
DataValue, -1.6400000000000001, -2.6, -0.05, -4.8196E-07, 0, 4.8214999999999991E-07, 0, -2.4999999999999761E-09
DataValue, -1.6600000000000001, -2.6, -0.05, -4.8478E-07, 0, 4.848E-07, -5E-13, -2.8200000000000213E-09
DataValue, -1.68, -2.6, -0.05, -4.8724E-07, 0, 4.874E-07, 0, -2.4600000000000366E-09
DataValue, -1.7, -2.6, -0.05, -4.9006E-07, 0, 4.901E-07, 5E-13, -2.8200000000000213E-09
DataValue, -1.72, -2.6, -0.05, -4.9266E-07, 0, 4.9265E-07, 0, -2.5999999999999836E-09
DataValue, -1.74, -2.6, -0.05, -4.9532E-07, -5E-13, 4.9545E-07, 0, -2.6599999999999457E-09
DataValue, -1.76, -2.6, -0.05, -4.978E-07, 0, 4.9799999999999993E-07, 0, -2.4800000000000593E-09
DataValue, -1.78, -2.6, -0.05, -5.0066E-07, 0, 5.0059999999999992E-07, 0, -2.8599999999999608E-09
DataValue, -1.8, -2.6, -0.05, -5.0306E-07, -5E-13, 5.0315E-07, 0, -2.3999999999999686E-09
DataValue, -1.82, -2.6, -0.05, -5.0568E-07, 0, 5.058E-07, 0, -2.6200000000000063E-09
DataValue, -1.84, -2.6, -0.05, -5.0814E-07, 0, 5.0835E-07, 0, -2.4600000000000366E-09
DataValue, -1.86, -2.6, -0.05, -5.1076E-07, 5E-13, 5.1095E-07, 0, -2.6200000000000063E-09
DataValue, -1.8800000000000001, -2.6, -0.05, -5.1318E-07, -5E-13, 5.1339999999999993E-07, 0, -2.4199999999999912E-09
DataValue, -1.9000000000000001, -2.6, -0.05, -5.1576E-07, 0, 5.158999999999999E-07, 0, -2.5799999999999609E-09
DataValue, -1.92, -2.6, -0.05, -5.1834E-07, 0, 5.1835E-07, 0, -2.5800000000000668E-09
DataValue, -1.94, -2.6, -0.05, -5.2094E-07, 0, 5.2085E-07, 0, -2.5999999999999836E-09
DataValue, -1.96, -2.6, -0.05, -5.232E-07, 0, 5.2339999999999994E-07, 0, -2.2600000000000216E-09
DataValue, -1.98, -2.6, -0.05, -5.2556E-07, 0, 5.257499999999999E-07, 0, -2.3599999999999232E-09
DataValue, -2, -2.6, -0.05, -5.2814E-07, 0, 5.282E-07, 0, -2.5800000000000668E-09
DataValue, -2.02, -2.6, -0.05, -5.3066E-07, 0, 5.3075E-07, 0, -2.5199999999999987E-09
DataValue, -2.04, -2.6, -0.05, -5.3314E-07, 0, 5.3319999999999993E-07, 0, -2.4799999999999534E-09
DataValue, -2.06, -2.6, -0.05, -5.3553999999999994E-07, -5E-13, 5.355E-07, 0, -2.3999999999999686E-09
DataValue, -2.08, -2.6, -0.05, -5.3794E-07, -5E-13, 5.38E-07, 0, -2.4000000000000744E-09
DataValue, -2.1, -2.6, -0.05, -5.4028E-07, 0, 5.4039999999999994E-07, 0, -2.3400000000000064E-09
DataValue, -2.12, -2.6, -0.05, -5.4288E-07, 0, 5.4284999999999991E-07, 0, -2.5999999999999836E-09
DataValue, -2.14, -2.6, -0.05, -5.4504E-07, 0, 5.451E-07, 0, -2.160000000000014E-09
DataValue, -2.16, -2.6, -0.05, -5.4746E-07, 0, 5.4749999999999995E-07, 0, -2.4199999999999912E-09
DataValue, -2.18, -2.6, -0.05, -5.4988E-07, -5E-13, 5.4989999999999991E-07, 0, -2.4199999999999912E-09
DataValue, -2.2, -2.6, -0.05, -5.5222E-07, 0, 5.5225E-07, 0, -2.3400000000000064E-09
DataValue, -2.22, -2.6, -0.05, -5.546E-07, 0, 5.546E-07, 0, -2.3799999999999459E-09
DataValue, -2.24, -2.6, -0.05, -5.5684E-07, 0, 5.5694999999999991E-07, 0, -2.2399999999999989E-09
DataValue, -2.2600000000000002, -2.6, -0.05, -5.591E-07, 0, 5.592E-07, 0, -2.2600000000000216E-09
DataValue, -2.2800000000000002, -2.6, -0.05, -5.6134E-07, 0, 5.6149999999999994E-07, 0, -2.2399999999999989E-09
DataValue, -2.3000000000000003, -2.6, -0.05, -5.637E-07, -5E-13, 5.637499999999999E-07, 0, -2.3600000000000291E-09
DataValue, -2.32, -2.6, -0.05, -5.6579999999999994E-07, 0, 5.66E-07, 0, -2.099999999999946E-09
DataValue, -2.34, -2.6, -0.05, -5.6792E-07, 0, 5.6819999999999991E-07, 0, -2.1200000000000746E-09
DataValue, -2.36, -2.6, -0.05, -5.703E-07, 0, 5.7055E-07, 0, -2.3799999999999459E-09
DataValue, -2.38, -2.6, -0.05, -5.7228E-07, 0, 5.7254999999999992E-07, 0, -1.9800000000000217E-09
DataValue, -2.4, -2.6, -0.05, -5.749E-07, 0, 5.7499999999999989E-07, 0, -2.6200000000000063E-09
DataValue, -2.42, -2.6, -0.05, -5.7686E-07, 0, 5.7709999999999995E-07, 0, -1.959999999999999E-09
DataValue, -2.44, -2.6, -0.05, -5.7928E-07, 0, 5.7939999999999991E-07, 0, -2.4199999999999912E-09
DataValue, -2.46, -2.6, -0.05, -5.8132E-07, 0, 5.816E-07, 0, -2.0399999999999839E-09
DataValue, -2.48, -2.6, -0.05, -5.8378E-07, 0, 5.8364999999999991E-07, 0, -2.4600000000000366E-09
DataValue, -2.5, -2.6, -0.05, -5.8568E-07, 0, 5.858E-07, 0, -1.9000000000000369E-09
DataValue, -2.52, -2.6, -0.05, -5.8792E-07, 0, 5.8804999999999992E-07, 5E-13, -2.2399999999999989E-09
